Organization Name,Crunchbase Profile Link,Last Funding Date,Total Funding Amount,Stage Track Stages,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter URL,LinkedIn URL,Number of Employees,Last Funding Amount,Founded Date
Alithea Genomics,https://www.crunchbase.com/organization/alithea-genomics,"Mar 4, 2026","$9,880,912",Not Started,"Biopharma, Biotechnology, Genetics","Lausanne, Vaud, Switzerland",Alithea Genomics develops molecular biology tools and sequencing-based solutions for large-scale gene expression analysis.,848,https://www.alitheagenomics.com/,$1M to $10M,"Genku Ventures, Kickfund, Zürcher Kantonal Bank, Novalis Biotechnology Incubation, TechU Ventures","Eurostars, Foundation for Innovation and Technology (FIT), Genku Ventures, Novalis Biotechnology Incubation, Technology Fund",https://x.com/AlitheaGenomics,https://www.linkedin.com/company/alitheagenomics,11-50,"CHF3,000,000",2020
Artemis,https://www.crunchbase.com/organization/mona-lee-f807,"Mar 4, 2026","$19,250,000",Not Started,"Artificial Intelligence (AI), Consumer, Renewable Energy, Software, Solar","Boston, Massachusetts, United States",Artemis provides solar energy solutions focused on transparent pricing and customized system design.,965,https://artemispower.com/,$1M to $10M,"Plug and Play, Long Journey Ventures, FJ Labs, Shrug Capital, Ludlow Ventures","Applied Real Intelligence (A.R.I.), Long Journey Ventures, MassChallenge, Plug and Play, WIND Ventures",,https://www.linkedin.com/company/monalee,51-100,"$6,000,000",2022
Reclaim Security,https://www.crunchbase.com/organization/reclaim-security,"Mar 4, 2026","$26,000,000",Not Started,"Artificial Intelligence (AI), Computer, Network Security","New York, New York, United States",Reclaim Security builds AI-powered software to automatically detect and fix security risks in an organization’s IT environment.,"1,515",https://reclaim.security/,—,"Acrew Capital, Ibex Investors, QP Ventures",Acrew Capital,,https://www.linkedin.com/company/reclaim-security/,11-50,"$20,000,000",2024
HawkEye 360,https://www.crunchbase.com/organization/hawkeye-360-2,"Mar 4, 2026","$585,300,000",Not Started,"Aerospace, Analytics, Artificial Intelligence (AI), Navigation, Satellite Communication, Wireless","Herndon, Virginia, United States","HawkEye 360 detects, geolocates, and characterizesvarious RF signals using its satellite constellation in low Earth orbit.","1,671",http://www.he360.com/,$1M to $10M,"Insight Partners, Alumni Ventures, BlackRock, Seraphim Space, Lockheed Martin Ventures","Airbus, Allied Minds, BlackRock, Center15 Capital, Esri, Insight Partners, Lockheed Martin Ventures, National Reconnaissance Office, NightDragon, Raytheon, Razor's Edge Ventures, Seraphim Space, Silicon Valley Bank",https://x.com/hawkeye360,https://www.linkedin.com/company/hawkeye-360,251-500,"$23,000,000","Sep 16, 2015"
Vertical Compute,https://www.crunchbase.com/organization/vertical-compute,"Mar 4, 2026","€57,000,000",Not Started,"Computer, Electronics, Manufacturing","Louvain-la-neuve, Vlaams-Brabant, Belgium",Vertical Compute develops semiconductor technology for artificial intelligence and high-performance computing.,"1,748",https://verticalcompute.com/,—,"Bpifrance, Quantonation, XAnge, imec, Kima Ventures","Bpifrance, Flanders Innovation & Entrepreneurship (VLAIO), imec.xpand, Quantonation",,https://www.linkedin.com/company/verticalcompute,11-50,"€37,000,000",2025
Otovo,https://www.crunchbase.com/organization/otovo,"Mar 4, 2026","$272,438,172",Not Started,"CleanTech, Energy, Marketplace, Renewable Energy, Solar","Oslo, Oslo, Norway",Otovo is a marketplace for distributed energy installation. The company is building the European number one in residential solar,"1,760",https://www.otovo.com/,$50M to $100M,"Franklin Templeton, Startuplab, Skyfall Ventures, Å Energi, Encompass Capital Advisors","Agder Energi Venture, Akershus Energi, Axel Johnson, D-Ax Corporate Venture Capital, EIC Rose Rock, KLP Liv, Nysnø, OBOS Forsikring, SpareBank 1 SR-Bank",https://x.com/otovosolar,https://www.linkedin.com/company/otovo,251-500,"NOK161,000,000",Jan 2016
Wealthyhood,https://www.crunchbase.com/organization/wealthyhood,"Mar 4, 2026","$11,902,181",Not Started,"Apps, Financial Services, FinTech, Personal Finance, Trading Platform, Wealth Management","London, England, United Kingdom","Wealthyhood is a wealth-building app that enables individuals to learn, save, and invest in a private manner.","1,781",https://wealthyhood.com/,$1M to $10M,"Bank of Cyprus, Genesis Ventures, Helidoni Group, T-Life Capital, GLOBAL WEALTH GROUP","Bank of Cyprus, Genesis Ventures, GLOBAL WEALTH GROUP",https://x.com/wealthyhood_,https://www.linkedin.com/company/wealthyhood-invest,11-50,"€6,000,000",Sep 2020
Shellworks,https://www.crunchbase.com/organization/shellworks,"Mar 4, 2026","$22,627,951",Not Started,"Biotechnology, Packaging Services, Sustainability, Waste Management","London, England, United Kingdom",Shellworks is a biomaterials company that develops and manufactures materials that offers alternative to conventional plastics.,"1,856",https://www.theshellworks.com/,$1M to $10M,"BoxGroup, LocalGlobe, Ascension, Version One Ventures, Third Sphere","Alter Equity 3P, LocalGlobe",,https://www.linkedin.com/company/the-shellworks,11-50,"$15,000,000","Jul 31, 2019"
Circadence,https://www.crunchbase.com/organization/circadence,"Mar 4, 2026","$46,625,000",Not Started,"Cloud Computing, Cyber Security","Boulder, Colorado, United States","Circadence offers cyber range solutions and cybersecurity learning platforms, running on Microsoft Azure.","1,919",https://www.circadence.com/,$10M to $50M,"Runway Growth Capital, Seneca Partners, PCCW, Saints Capital","Runway Growth Capital, Seneca Partners",https://x.com/Circadence,https://www.linkedin.com/company/circadence/,51-100,"$16,400,000",1995
File & ServeXpress Holdings,https://www.crunchbase.com/organization/file-servexpress-holdings,"Mar 4, 2026","$52,500,000",Not Started,"Information Technology, Internet, Legal, Software","Irving, Texas, United States",File & ServeXpress Holdings provides e-filing and e-service solutions for law firms to gain control over managing key support functions.,"2,003",http://fileandservexpress.com/,$1M to $10M,"Northlane Capital Partners, Strait Lane Capital Partners","Northlane Capital Partners, Strait Lane Capital Partners",https://x.com/FileandServeXpr,https://www.linkedin.com/company/file-&-servexpress/,51-100,—,2012
Photoncycle,https://www.crunchbase.com/organization/photoncycle,"Mar 4, 2026","€20,000,000",Not Started,"Energy, Energy Storage, Renewable Energy, Semiconductor, Solar","Oslo, Oslo, Norway",Photoncycle is an energy storage scale-up that develops storage systems that enable households and businesses to store summer solar power.,"2,258",https://www.photoncycle.com/,—,"Lifeline Ventures, Voima Ventures, Luminar Ventures, Momentum, NordicNinja VC","Lifeline Ventures, NordicNinja VC, Voima Ventures",,https://www.linkedin.com/company/photoncycle,11-50,"€15,000,000",2020
UnityAI,https://www.crunchbase.com/organization/unityai,"Mar 4, 2026","$12,500,000",Not Started,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care","Nashville, Tennessee, United States",UnityAI is the agentic workforce for ambulatory healthcare operations,"2,421",https://www.unityai.co/,—,"Max Ventures, Company Ventures, Third Prime, Nashville Capital Network, Whistler Capital Partners","Max Ventures, Third Prime",,https://www.linkedin.com/company/unityai/about/,11-50,"$8,500,000",2023
Attain Finance,https://www.crunchbase.com/organization/attain-finance,"Mar 4, 2026","$458,731,115",Not Started,"Credit, Financial Services, Lending","California, Kentucky, United States",Attain Finance offers consumer credit lending and personal loan services through multiple brands in the U.S. and Canada.,"3,243",https://attainfinance.com/,$1M to $10M,"Stone Point Capital, Citizens Bank, ATLAS SP Partners","ATLAS SP Partners, Citizens Bank, Stone Point Capital",,https://www.linkedin.com/company/attain-finance/,1001-5000,"CA$250,000,000",1997
Verdigris Technologies,https://www.crunchbase.com/organization/verdigris-technologies,"Mar 4, 2026","$51,532,958",Not Started,"Artificial Intelligence (AI), Big Data, Energy, Internet of Things, SaaS","Moffett Field, California, United States",Verdigris Technologies is a SaaS-based platform that develops artificial intelligence in order to optimize energy consumption.,"3,334",http://www.verdigris.co/,$1M to $10M,"DCVC, Jabil, Southwire Company, Oyster Ventures, Rudin Ventures","DCVC, Jabil, Oyster Ventures, Solea Energy, Southwire Company, Startup Island TAIWAN",https://x.com/VerdigrisTech,https://www.linkedin.com/company/verdigris,101-250,—,2011
Surf Internet,https://www.crunchbase.com/organization/surf-internet,"Mar 4, 2026","$1,201,600,000",Not Started,"Internet, Technical Support, Telecommunications","Elkhart, Indiana, United States",Surf Internet provides fiber and wireless internet services to customers.,"3,744",https://surfinternet.com/,—,"Bain Capital, DigitalBridge, Macquarie Capital, Liberty Mutual Investments, CDPQ Infra","DigitalBridge, Indiana Connectivity Program, Macquarie Capital, ROBIN",,https://www.linkedin.com/company/surfinternet,251-500,"$407,000,000",1999
Chptr,https://www.crunchbase.com/organization/chptr,"Mar 4, 2026","$7,148,361",Not Started,"Internet, News, Social Media","New York, New York, United States","Chptr is a mobile-first memorialization platform to gather, share, and hold memories for a lost loved one’s life for generations to come.","3,960",https://www.chptr.com/,$1M to $10M,"Gaingels, Animal Capital, Hatzimemos / Libby, Sugar Capital, Cosmic Venture Partners","Grit Capital Partners, SXSW Pitch",https://x.com/join_chptr,https://www.linkedin.com/company/joinchptr/,11-50,"$3,248,361","Jan 9, 2021"
Cryptio,https://www.crunchbase.com/organization/cryptio,"Mar 4, 2026","$70,725,004",Not Started,"Accounting, Analytics, Blockchain, Cryptocurrency, FinTech","Paris, Ile-de-France, France","Cryptio is a fintech and SaaS company that offer accounting, audit and tax software for digital assets.","4,019",https://cryptio.co/,$1M to $10M,"Draper Associates, Alven, BlueYard Capital, Protocol Labs, Kima Ventures","Alven, Draper Associates, Point Nine",https://x.com/cryptio_co,https://www.linkedin.com/company/cryptio/,11-50,"$44,500,004",May 2018
Amatera,https://www.crunchbase.com/organization/amatera,"Mar 4, 2026","$8,647,626",Not Started,"Biotechnology, Consumer Research, Product Research","Paris, Ile-de-France, France","Amatera is a biotechnology research company that leverages the latest techniques in biotechnology, to create coffee varieties.","4,452",https://www.amatera.bio/,$1M to $10M,"Demea Sustainable Investment, Exceptional Ventures, AgFunder, Oyster Bay Venture Capital, Joyance Partners","Demea Sustainable Investment, Oyster Bay Venture Capital, PINC",,https://www.linkedin.com/company/amatera-biosciences,11-50,"€6,000,000",2022
Theolytics,https://www.crunchbase.com/organization/theolytics,"Mar 4, 2026","$73,533,266",Not Started,"Biotechnology, Medical, Therapeutics","Oxford, Oxfordshire, United Kingdom",Theolytics is a clinical stage biotechnology company developing next-generation viral therapies.,"5,035",https://www.theolytics.com/,$1M to $10M,"Epidarex Capital, Oxford Science Enterprises, Taiho Ventures, Sound Bioventures, Innovate UK","Epidarex Capital, Horizon Europe, Innovate UK, Oxford Science Enterprises, Sound Bioventures, Taiho Ventures",https://x.com/theolytics,https://www.linkedin.com/company/theolytics/,11-50,"€8,000,000",Dec 2017
Aptiv,https://www.crunchbase.com/organization/aptiv,"Mar 4, 2026","$4,574,127,551",Not Started,"Automotive, Autonomous Vehicles, Electric Vehicle, Ride Sharing, Software","Dublin, Dublin, Ireland","Aptiv is a global technology company that develops safer, greener, and more connected solutions, which enable the future of mobility.","5,188",http://www.aptiv.com/,$10B+,US Department of Energy,US Department of Energy,https://x.com/aptiv,https://www.linkedin.com/company/aptiv,10001+,"$1,600,000,000",2008
Cart.com,https://www.crunchbase.com/organization/cart-com,"Mar 4, 2026","$989,213,278",Not Started,"Analytics, Information Technology, Logistics, Software, Supply Chain Management","Houston, Texas, United States",Cart.com is a technology company that provides a unified commerce platform to help companies from discovery to delivery.,"5,397",https://www.cart.com/,$100M to $500M,"Gaingels, BlackRock, Oak HC/FT, Titan Capital, Neuberger Berman","Arsenal Growth Equity, Bearing Ventures, BlackRock, Legacy Knight, Mercury, Oak HC/FT, Silicon Valley Bank, Springcoast Capital Partners, Trinity Capital",https://x.com/cartdotcom,https://www.linkedin.com/company/cartdotcom,1001-5000,"$180,000,000",Sep 2020
Cyclops.io,https://www.crunchbase.com/organization/cyclops-io,"Mar 4, 2026","$8,000,000",Not Started,"Information Technology, Internet, Software","Cambridge, Massachusetts, United States",Cyclops.io is a new operating system for team collaboration.,"5,993",https://www.cyclops.io/,Less than $1M,"Castle Island Ventures, F-Prime, Shift4 Payments, MassChallenge, TechU Ventures",Castle Island Ventures,https://x.com/cyclops_io,https://www.linkedin.com/company/cyclops-io/,1-10,"$8,000,000","Jan 1, 2015"
Silverflow,https://www.crunchbase.com/organization/silverflow,"Mar 4, 2026","$76,351,623",Not Started,"Financial Services, FinTech, Information Technology, Payments","Amsterdam, Noord-Holland, The Netherlands",Silverflow is a payment processing technology company that provides direct card-network access to payment service providers.,"6,588",https://www.silverflow.co/,$10M to $50M,"Crane Venture Partners, Coatue, Picus Capital, Inkef, Gokul Rajaram","Coatue, Crane Venture Partners, Global PayTech Ventures, Picus Capital",,https://www.linkedin.com/company/silverflow/,51-100,"$40,000,000",2019
March of Dimes,https://www.crunchbase.com/organization/march-of-dimes,"Mar 4, 2026","$6,979,000",Not Started,"Health Care, Non Profit, Parenting","Arlington, Virginia, United States","March of Dimes supports research, education, advocacy, and programs aimed at improving the health of mothers and babies.","7,197",http://www.marchofdimes.org/,$100M to $500M,"CVS Health, Elevance Health Foundation, Blue Cross and Blue Shield of Texas, Florida Blue Foundation, Stupski Foundation","Blue Cross and Blue Shield of Texas, CVS Health, Elevance Health Foundation, Florida Blue Foundation, Stupski Foundation, UnitedHealthcare Community Plan",https://x.com/marchofdimes,https://www.linkedin.com/company/march-of-dimes,1001-5000,—,1938
